"Умствена изостаналост със или без краниофациален дисморфизъм, очен колобома или анормален телесен мозък",Q87
синдром или симптом на абстиненция на наркотици,P96
Коронарна остиална стеноза или атрезия,Q24
Ненормален произход на дясна или лява белодробна артерия от аортата,Q25
Foveal Hypoplasia 2 със или без оптични нервни грешки и / или дисгенеза на предния сегмент,Q15
Инвагинация на червата или дебелото черво,K56
Болест или синдром на Снедон-Уилкинсън,L13
Ретинит пигментоза със или без параартериоларна консервация на ретиналния пигментен епител,H35
карцином in situ нарушение на NOS на черния дроб или жлъчната система ,D01
вторичен сифилис на кожни или слуз мембрани нарушение на NOS ,A50
"Усукване на червата, червата или дебелото черво",K56
"Склеродермия, описана или локализирана",L94
Блок от ляв сноп или с полукълбо ,I44
вторичен сифилис на кожата или лигавиците,A50
Спастична параплегия 10 С или без периферна невропатия,G11
"Роговична дистрофия, пунктатна или нодуларна",H18
"Явление на Аргил Робъртсън или ученик, несифилитично",H57
Препятствие на шийката на пикочния мехур или везикуретрален отвор,N32
"предсърден септален дефект 7, със или без дефекти на AV проводимост",Q21
"Миопатия, миофибриларна, със или без катаракта и / или кардиомиопатия",G71
Аномалия на Axenfeld-Rieger със или без сърдечни дефекти и / или сензоневрална загуба на слуха,Q13
карцином in situ на бронх или белодробно NOS нарушение ,D02
"Полидактилия, разцепена устна / небце или езикова бучка и забавяне на психомоторите",Q04
"Покланяне на бедрените кости, аплазия или хипоплазия на фибулата и дигитални аномалии",Q74
злокачествено новообразувание на бронх или белодробно NOS нарушение ,C34
"злокачествена неоплазма на бронх или бял дроб, неуточнено разстройство ",C34
злокачествена неоплазма на бронх или бял дроб,C34
Хемолитична болест на плода или новороденото,P55
Кандидален: вулвовагинит NOS или шийката на матката ,B37
"вагинално ентероцеле, вродено или придобито",N81
"вагинално ентероцеле, вродено или придобито",K46
"46, XY DSD поради устойчивост на LH или дефицит на LHB",Q56
катаракта 2 множество вида със или без микрокорнея,Q12
катаракта 3 множество вида със или без микрокорнея,Q12
катаракта 4 множество вида със или без микрокорнея,Q12
катаракта 9 множество вида със или без микрокорнея,Q12
трахеоезофагеална фистула със или без езохагеална атрезия,Q39
дилататна кардиомиопатия 1С със или без некомплект на лявата камера,I42
"Йоден акумулаторен, транспортиращ или уловителен дефект",E03
катаракта 21 множество вида със или без микрокорнея,Q12
катаракта 34 множество вида със или без микрокорнея,Q12
заболяване на малки съдове на мозъка със или без очни аномалии,I67
Прехвърляне на цитозолна метилова група или нарушение на метаболизма на серна аминокиселина,E72
разширена кардиомиопатия 1AA със или без лявокамерна несъвместимост,I42
"Дистония, реагираща на допа, със или без хиперфенилаланинемия, автозомно рецесивна",E70
Ектропион долна устна устна и или небце,Q87
"Скорошно отделяне на ретината, общо или субтотално",H33
"Глухота, вродена, едностранна или асиметрична",H90
Кожен хемангиом с мускулна или костна атрофия,Q87
полип: ендометриален / маточен NOS или ендометриален ,N84
Ectropion синдром на долно-цепна устна и или небце,Q87
"катаракта 1, множество видове, със или без микрокорнея",Q12
"Катаракта 3, множество видове, със или без микрокорнея",Q12
"Катаракта 4, множество видове, със или без микрокорнея",Q12
"Катаракта 9, множество видове, със или без микрокорнея",Q12
разширена кардиомиопатия с лека или никаква проксимална мускулна слабост,I42
трайно нарушение на инициирането или поддържането на съня,G47
"Катаракта 21, множество видове, със или без микрокорнея",Q12
"Катаракта 34, множество видове, със или без микрокорнея",Q12
гръдна гръдна дисплазия със или без полидактилия,Q77
първична цилиарна дискинезия 1 със или без situs inversus,Q34
първична цилиарна дискинезия 2 със или без situs inversus,Q34
първична цилиарна дискинезия 3 със или без situs inversus,Q34
първична цилиарна дискинезия 4 със или без situs inversus,Q34
първична цилиарна дискинезия 7 със или без situs inversus,Q34
първична цилиарна дискинезия 8 със или без situs inversus,Q34
първична цилиарна дискинезия 9 със или без situs inversus,Q34
трайно разстройство на иницииране или поддържане на будност,G47
"Микрофталмия и колобома, със или без ризомелична скелетна дисплазия",Q87
мъжко безплодие с азооспермия или олигозооспермия поради мутация на единичен ген,N46
вродена белодробна вена атрезия или стеноза,Q26
Пневмокониоза поради други силициев диоксид или силикати,J62
"Идиопатична инфекция, причинена от BCG или атипични микобактерии",D84
първична цилиарна дискинезия 10 със или без situs inversus,Q34
първична цилиарна дискинезия 13 със или без situs inversus,Q34
първична цилиарна дискинезия 14 със или без situs inversus,Q34
първична цилиарна дискинезия 15 със или без situs inversus,Q34
първична цилиарна дискинезия 16 със или без situs inversus,Q34
първична цилиарна дискинезия 17 със или без situs inversus,Q34
първична цилиарна дискинезия 18 със или без situs inversus,Q34
първична цилиарна дискинезия 19 със или без situs inversus,Q34
първична цилиарна дискинезия 20 със или без situs inversus,Q34
първична цилиарна дискинезия 22 със или без situs inversus,Q34
първична цилиарна дискинезия 23 със или без situs inversus,Q34
първична цилиарна дискинезия 25 със или без situs inversus,Q34
първична цилиарна дискинезия 26 със или без situs inversus,Q34
първична цилиарна дискинезия 28 със или без situs inversus,Q34
"Кардиомиопатия, дилатирана, с лека или без проксимална мускулна слабост",I42
гръдна гръдна дисплазия 1 с или без полидактилия,Q77
гръдна гръдна дисплазия 2 с полидактилия или без нея,Q77
гръдна гръдна дисплазия 3 с полидактилия или без нея,Q77
гръдна гръдна дисплазия 4 с или без полидактилия,Q77
гръдна гръдна дисплазия 5 с или без полидактилия,Q77
гръдна гръдна дисплазия 6 с или без полидактилия,Q77
"Лицева парализа, вродена, едностранна или двустранна",Q87
Общо свиване или свиване на зрителното поле,H53
хипогонадотропна хипогонадизъм 2 със или без анозмия,E23
"Цилиарна дискинезия, първична, 2, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 3, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 4, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 7, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 8, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 9, със или без Situs Inversus",Q34
пневмонит поради вдишване на храна или повръщане,J69
"Нефрит, семеен, без глухота или очен дефект",I15
Лисенцефалия тип 2 без мускулно или окото,Q04
хипогонадотропна хипогонадизъм 23 със или без анозмия,Q56
Лисенцефалия тип 2 без мускулно или очно участие,Q04
"Цилиарна дискинезия, първична, 10, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 13, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 14, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 15, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 16, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 17, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 18, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 19, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 20, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 22, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 23, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 25, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 26 г., със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 28, със или без Situs Inversus",Q34
"Цилиарна дискинезия, първична, 30, със или без Situs Inversus",Q34
хипомиелинизираща левкодистрофия 7 с или без олигодонтия и / или хипогонадотропно хипогонадизъм,E75
хипомиелинизираща левкодистрофия 7 с или без олигодонтия и / или хипогонадотропно хипогонадизъм,G11
хипомиелинизираща левкодистрофия 8 с или без олигодонтия и / или хипогонадотропно хипогонадизъм,G11
"Остеохондрозата не е посочена като възрастна или непълнолетна, на неуточнено място",M93
"Остеохондрозата не е посочена като възрастна или непълнолетна, на неуточнено място",M92
аурикуларни отклонения - цепна устна със или без синдром на цепнато небце-очни аномалии,Q87
Вродено отсъствие на кожа на горните или долните крайници,Q84
"Микроцефалия и хориоретинопатия със или без умствена изостаналост, автозомно доминиращо",Q87
"дегенерация на макула поради нарушение на киста, дупка или псевдохоле ",H35
злокачествена неоплазма на мъжкия генитален орган или тракт,C63
Анонохия-ониходистрофия с хипоплазия или отсъствие на дистални фаланги,Q84
Анонохия-ониходистрофия с хипоплазия или отсъствие на синдром на дисталните фаланги,Q84
Индуцирана от пароксизмална дистония с или без епилепсия и / или хемолитична анемия,G24
мъжко безплодие поради дисгенеза на гонадата или нарушение на спермата,N46
Калдъръмен лисенцефалия без мускулно или окото,Q04
калдъръмен лисенцефалия без мускулно или очно засягане,Q04
"Амелогенеза несъвършенство, хипопластично, със или без отклонение от малки разкъсвания, автозомно рецесивно",K00
Kernicterus поради изоимунизация на плода или новороденото,P57
"Дизеритропоетична анемия, вродена, ирландска или ветерана",D56
вродена секреторна натриева диария 3 с или без други вродени аномалии,P78
"Пароксизмална дискинезия, предизвикана от упражнения със или без епилепсия и / или хемолитична анемия",G24
"Роговична дистрофия, Франсоа-Неетен петнист или флектиран",H18
неврофиброматоза тип 1 поради NF1 мутация или интрагенна делеция,Q85
двоен изход на дясна камера със субаортен или двойно ангажиран вентрикуларен септален дефект,Q20
двоен изход на дясна камера със субаортален или двойно ангажиран вентрикуларен септален дефект с белодробна стеноза,Q20
двоен изход на дясна камера със субаортален или двойно ангажиран вентрикуларен септален дефект с белодробна стеноза,Q21
Мъжко безплодие поради дисгенеза на тестисите или нарушение на спермата,N46
Инфекция с тения: чревна таения солум или свинско месо ,B69
Болест на Von Recklinghausen поради NF1 мутация или интрагенна делеция,Q85
автозомно рецесивна вродена хипомиелинизираща или амиелинизираща невропатия,G60
"епилепсия, фокусна, с нарушение на говора и със или без умствена изостаналост",E72
Мъжки псевдохермафродитизъм поради LH резистентност или LHB дефицит,Q56
Неспецифично възпаление на кавернозния синус или висша орбитална фисура,H49
"Кардиомиопатия, фамилна хипертрофична, 23, със или без вентрикуларна несъвместимост",I42
"46, XY DSD поради лутеинизираща хормонална резистентност или дефицит на бета субединица на лутеинизиращ хормон",Q56
"Болест на Pelizaeus-Merzbacher, автозомно-доминиращ или тип късно начало",E75
"Болест на Pelizaeus-Merzbacher, автозомно доминиращ или тип късно начало, по-рано",E75
"Класически паранеопластичен лимбичен енцефалит, със или без вътреклетъчни антигени",G13
"остра стомашна язва без споменаване на кръвоизлив или перфорация, без да се споменава за запушване",K25
"Вентрикуларен септален дефект с белодробна стеноза или атрезия, декстрапозиция на аорта и хипертрофия на дясна камера",Q21
"Множествени кожни и маточни лейомиомати 1, със или без бъбречно-клетъчен карцином",C64
Хореоатетоза и вроден хипотиреоидизъм със или без белодробна дисфункция,E03
"Непупуративен отит, не е определен като остър или хроничен",H65
вроден хипотиреоидизъм поради дисгенеза на щитовидната жлеза или хипоплазия,E03
"Зависимостта от наркотици, усложняваща бременността, раждането или пуберпериума",O99
"Психично разстройство, усложняващо бременността, раждането или пуберпериума",O99
"хронична стомашна язва без споменаване на кръвоизлив или перфорация, с обструкция",K25
"злокачествено новообразувание на черния дроб, което не е посочено като първично или вторично",C22
"мускулна дистрофия-дистрогликанопатия вродена със или без умствена изостаналост, тип В, ​​5",G71
"46, XY нарушение на сексуалното развитие поради LH резистентност или LHB дефицит",Q56
Умствена изостаналост и отличителни черти на лицето със или без сърдечни дефекти,Q87
"остра гастроеджунална язва без споменаване на кръвоизлив или перфорация, без споменаване на обструкция",K28
"гестационен диабет, усложняващ бременността, раждането или пуберпериума",O24
Първична торсионна дистония с преобладаващо начало на краниоцервикални или горни крайници,G24
вродена фамилна неразрешима диария с епителни или епителни аномалии,P78
"цервикална некомпетентност, усложняваща бременността, раждането или пуберпериума",N88
локализиран лишеен микседематоз с моноклонална гамопатия или системни симптоми,L98
Интелектуална нетрудоспособност с нарушение на езика и със или без аутистични особености,Q87
вродени аномалии на бъбреците и пикочните пътища със или без очни нарушения,Q60
"хронична гастроеджунална язва без споменаване на кръвоизлив или перфорация, без споменаване на обструкция",K28
"злокачествено новообразувание на външната устна, не е посочено като горна или долна",C00
"Токсемия с конвулсии, усложняващи бременността, раждането или пуберпериума",O15
"левкодистрофия, дисмиелинизираща и спастична парапареза със или без дистония",G11
приобщаваща телесна миопатия с ранно начало на болестта на Педжет с или без фронтотемпорална деменция,G71
"Салпингит и оофорит не са посочени като остър, подостър или хроничен",N70
автозомно рецесивна амелогенеза имперфекта хипопластична с или без отключена отклонение,K00
"невроендокринен тумор на апендикса, добре диференциран, нисък или междинен клас",C18
"невроендокринен тумор на апендикса, добре диференциран, нисък или междинен клас",D37
Мъжкият псевдохермафродитизъм поради лутеинизираща хормонална резистентност или дефицит на бета субединица на лутеинизиращ хормон,Q56
"Чревна атрезия, множество и / или възпалителни заболявания на червата със или без имунодефицит",Q43
"Чревна атрезия, множество и / или възпалителни заболявания на червата със или без имунодефицит",Q82
"Умствена изостаналост, микроцефалия и различни черти на лицето със или без болест на Хиршпрунг",Q43
Хипопигментация на червата и точкова палмоплантарна кератодерма със или без извънматочна калцификация,Q82
"Митохондриален синдром на изчерпване на ДНК, енцефаломиопатична форма, със или без метилмалонова киселинна киселина, автозомно рецесивна, свързана със захар2",G71
"микроцефалия, умствена изостаналост и различни черти на лицето, със или без болест на Хиршпрунг",Q43
"Микроцефалия, умствена изостаналост и различни черти на лицето, със или без Hirschsprung заболяване",Q43
"злокачествено новообразувание от орален аспект на устните, не е уточнено дали горна или долна",C00
"46, XY нарушение на половото развитие поради лутеинизираща хормонална резистентност или дефицит на бета субединица на лутеинизиращ хормон",Q56
дигитални аномалии с къси палпабрални фисури и атрезия на хранопровода или дванадесетопръстника,Q87
Yaba,B08
MGA3,E71
PROP,E71
MCAD,E71
SCAD,E71
Ga 2,E71
MADD,E71
NALD,E71
Mgoa,G43
Mgr4,G43
Буут,J84
НЦЗИ,J84
NEHI,J84
TTTS,O43
куру,A81
WNND,A92
WNNS,A92
ABPA,B44
BCLL,C91
ANLL,C92
aCML,C92
APML,C92
JCML,C93
JMML,C93
AMKL,C94
AFLH,D47
GLNH,D47
AT3D,D68
CIMF,D75
ALPS,D89
NTIS,E07
Fh 1,E26
FH-I,E26
MEN1,E31
ОПСО,E71
SPCD,E71
OCRL,E72
GSD2,E74
GSD5,E74
GSD6,E74
GSD7,E74
MPS3,E76
MPS7,E76
BTHS,E78
MGA2,E78
SLOS,E78
XLHR,E83
HOOE,E85
PLCA,E85
A1AD,E88
AATD,E88
ПТСР,F43
DSPD,G47
DSPS,G47
ASPS,G47
ISWD,G47
OSAS,G47
CIDP,G61
LEMS,G70
hIBM,G72
IBM2,G72
sIBM,G72
ечемик на окото,H00
FCED,H18
FECD,H18
MECD,H18
KTCN,H18
CACD,H31
FEVR,H35
LHON,H47
ACHM,H53
LBBB,I44
LQTS,I45
HOOE,I68
ТОРС,J12
ABPA,J99
NASH,K75
JPsA,L40
PLCA,L99
Пирамидален,M02
JPsA,M09
ППХН,P29
SHFM,Q71
Nf 4,Q85
BBS1,Q87
BBS2,Q87
BBS3,Q87
BBS4,Q87
BBS5,Q87
BBS6,Q87
BBS7,Q87
BBS8,Q87
BBS9,Q87
BRRS,Q87
RMSS,Q87
кипене,A42
yaws,A66
Нома,A69
ANUG,A69
RMSF,A77
SSPE,A81
Жика,A92
CHHF,A96
CCHF,A98
HFRS,A98
Зона,B02
брадавица,B07
HFMD,B08
CEBV,B27
моно,B27
Pfbi,B50
FHCC,C22
HNEC,C22
PETs,C25
GANT,C26
ГИСТ,C26
WDFA,C34
Ess1,C44
MSSE,C44
ОБЯТИЯ,C49
ASPS,C49
ATRT,C49
DDLS,C49
DFSP,C49
RMS2,C49
RTPS,C49
WDLS,C49
GANT,C49
ГИСТ,C49
SCCB,C67
aMOA,C71
EFTs,C71
Азиатско-тихоокеанския регион,C74
CHDM,C76
NSHD,C81
NSHL,C81
MCHL,C81
NMZL,C83
SLVL,C83
SMZL,C83
PMBL,C83
HVLL,C84
ALCL,C84
Sacl,C84
PIOL,C85
PMBL,C85
EATL,C86
ETTL,C86
AMML,C92
CMML,C93
APMF,C94
ANKL,C94
AAPC,D12
AFAP,D12
FAP3,D12
HFAs,D12
HMPS,D12
PPAP,D12
KTOC,D16
Nich,D18
PICH,D18
Пила,D18
БОГАТ,D18
NCMS,D22
Mft1,D23
SCAP,D23
VPTR,D31
FIPA,D35
NFPA,D35
PMCD,D36
"Не забравяйте,",D39
SEGA,D43
PTPR,D44
MEN1,D44
MEN2,D44
MEN4,D44
RAEB,D46
RCMD,D46
CMPD,D47
CIMF,D47
CEDS,D47
CHAI,D47
Dald,D47
PTLD,D47
Mga1,D51
GSSD,D55
TPID,D55
ATRX,D56
AIHA,D59
cAHA,D59
Waha,D59
CAMT,D61
ARSA,D64
SIFD,D64
AISA,D64
RAR-ове,D64
Bdet,D68
AVWS,D68
CAPS,D68
HMWK,D68
IgAV,D69
TCPT,D69
XDAT,D69
XLTT,D69
кредитен трансфер,D69
VWDP,D69
RALD,D72
IGHM,D80
CIDX,D81
IMD8,D81
Xcid,D81
IMD9,D81
Вилмс,D81
XLP1,D82
XLP2,D82
CVID,D83
C4AD,D84
C4BD,D84
CFDD,D84
CFID,D84
CFPD,D84
хане,D84
ICF2,D84
ICF3,D84
ICF4,D84
MSMD,D84
HCDD,D89
LCDD,D89
FIDD,E00
TDH1,E03
AHDS,E03
CHTE,E03
FMNG,E04
MNG1,E04
PRTH,E05
MODY,E11
Midd,E13
WFS1,E13
WFS2,E13
WFSL,E13
EIHI,E16
HHF1,E16
HHF3,E16
HHF5,E16
HHF7,E16
PHHI,E16
PHP2,E20
PPHP,E20
HYPX,E20
Nsph,E21
HPRL,E22
СИАД,E22
FIGD,E23
HH10,E23
HH11,E23
HH12,E23
HH13,E23
HH14,E23
HH16,E23
HH17,E23
HH18,E23
HH19,E23
HH20,E23
HH21,E23
HH22,E23
IGHD,E23
KAL4,E23
KAL5,E23
KAL6,E23
MRGH,E23
HH24,E23
ДСИ,E23
MMAD,E24
GCCR,E25
Азиатско-тихоокеанския регион,E26
Фуа,E26
BSND,E26
BMAH,E27
Pco1,E28
PCOS,E28
AEXS,E30
FMPP,E30
APS3,E31
APS4,E31
DMSD,E31
IPEX,E31
PGAS,E31
XPID,E31
GHDP,E34
GHIP,E34
HGPS,E34
LCPs,E34
MDPL,E34
NGPS,E34
LEPD,E66
mHPA,E70
mPKU,E70
THBD,E70
антиблага,E70
HPS2,E70
OCA1,E70
OCA6,E70
OCA7,E70
BTHS,E71
свързана с него,E71
MGA1,E71
MGA2,E71
MGA4,E71
MGA5,E71
MGA7,E71
LCAD,E71
cblG,E72
HMAE,E72
HMAG,E72
ISOD,E72
MCDU,E72
MRT8,E72
Ga 1,E72
Ga 3,E72
CCD матрици,E72
HHF6,E72
APBD,E74
APBN,E74
CISD,E74
CSID,E74
GLYS,E74
Ml 4,E75
ADLD,E75
ALSP,E75
CACH,E75
CLWM,E75
FPSG,E75
GD I,E75
GPSC,E75
HABC,E75
HBSL,E75
HDLs,E75
HLD1,E75
HLD2,E75
HLD3,E75
HLD4,E75
HLD6,E75
HLD7,E75
HLD9,E75
LBSL,E75
NPC1,E75
NPC2,E75
PCWH,E75
PMLD,E75
Полд,E75
ANCL,E75
CLN1,E75
CLN2,E75
CLN3,E75
CLN5,E75
CLN6,E75
CLN7,E75
CLN8,E75
CLN9,E75
EPMR,E75
ВКЛ,E75
JNCL,E75
MPS2,E76
MPS6,E76
MPS9,E76
Ml 3,E77
ML I,E77
CDDG,E77
ISSD,E77
ARH1,E78
ARH2,E78
HoFH,E78
Stsl,E78
CMRD,E78
FCHL,E78
Чак,E78
ARTS,E79
MPOD,E80
EDS9,E83
HFE1,E83
HFE2,E83
HFE3,E83
HFE4,E83
HFE5,E83
ADHR,E83
HHRH,E83
HOMG,E83
FBHH,E83
HHC1,E83
HHC2,E83
HHC3,E83
HIDS,E85
APLD,E88
CGL1,E88
CGL2,E88
CGL3,E88
CGL4,E88
GCL4,E88
MFLS,E88
ECCL,E88
FMRD,E88
ICRD,E88
МЕВА,E88
MMDS,E88
HSDD,F52
SzPD,F60
ASPD,F60
EUPD,F60
OCPD,F60
AvPD,F60
проституиращи жени и мъже,F80
Перм,G04
AVED,G11
Cpd 5,G11
EOCA,G11
FRDA,G11
HLD7,G11
HLD8,G11
МОЛВ,G11
SCA2,G11
SCA4,G11
SCA5,G11
SCA6,G11
SCA8,G11
AOA1,G11
ATLD,G11
EAOH,G11
ДДС,G11
FAHN,G11
FSP1,G11
FSP3,G11
Spax,G11
SPG1,G11
SPG2,G11
Spg3,G11
SPG4,G11
SPG6,G11
SPG7,G11
SPG8,G11
SPG9,G11
ADCA,G11
BNHS,G11
GDHS,G11
HDL4,G11
PATX,G11
Sca-1,G11
SCA3,G11
SCA7,G11
SMA2,G12
SMA3,G12
SMA4,G12
SMAJ,G12
ALS1,G12
ALS2,G12
ALS4,G12
HMN1,G12
Hmn6,G12
HMN8,G12
ЮПЛС,G12
MMND,G12
PLSJ,G12
SBMA,G12
BPAN,G23
FAHN,G23
INAD,G23
MPAN,G23
NBIA,G23
PKAN,G23
ПЛАН,G23
ABSN,G23
FBSN,G23
IBSN,G23
SNDI,G23
DYT2,G24
DYT3,G24
DYT4,G24
DYT9,G24
EKD2,G24
GSM1,G25
Niid,G31
PNFA,G31
RTLA,G31
AGS1,G31
AHDS,G31
ANEC,G31
EMPF,G31
MILS,G31
PELD,G31
HLD5,G37
EJA1,G40
EMEA,G40
EPM2,G40
EPM3,G40
EPM5,G40
EPM7,G40
EPM8,G40
EPM9,G40
FAME,G40
FIME,G40
GEPD,G40
Jae1,G40
MEAK,G40
MELF,G40
PMED,G40
SMEI,G40
AESD,G40
AIEF,G40
ICCA,G40
IHHS,G40
KTZS,G40
CRSD,G47
CCHS,G47
PIFP,G50
ООР,G51
FDFM,G51
ATOS,G54
на NTO,G54
VTOS,G54
